tank,Date/Time,Green Algae,Bluegreen,Diatoms,Cryptophyta,Yellow substances,Total conc.,Transmission,Depth,Temp. Sample,Green Algae,Bluegreen,Diatoms,Cryptophyta,#4,#5,#6,Yellow substances,Total cell count,Trans. 700 nm,LED 3 [525 nm],LED 4 [570 nm],LED 5 [610 nm],LED 6 [370 nm],LED 7 [590 nm],LED 8 [470 nm],Pressure,Temp. LEDs,Temp. Sensor
34,2018-08-24 11:22,23.77,0.47,0,0.48,1.22,24.71,83.66,0.29,27.15,12596,466,0,14,0,0,0,0,13076,511.81,17.72,7.7,17.07,48.34,22,80.88,1.03,28.73,30.42
35,2018-08-24 11:23,25.64,5.92,0,0.26,2.68,31.82,79.04,0.28,27.16,13588,5921,0,8,0,0,0,0,19517,483.53,27.47,11.59,35.77,71.68,44.38,100.88,1.03,28.68,30.46
36,2018-08-24 11:25,21.1,0.28,0,0.75,2.46,22.13,83.25,0.28,27.19,11183,282,0,22,0,0,0,0,11488,509.31,20.19,8.85,15.75,60.18,22.44,86.64,1.03,28.59,30.37
37,2018-08-24 11:26,21.71,1.11,0,0.27,2.21,23.1,83.09,0.29,27.13,11507,1115,0,8,0,0,0,0,12630,508.29,19.49,7.55,18.59,57.39,22.53,83.93,1.03,28.61,30.52
38,2018-08-24 11:27,20.66,6.68,0,0.1,2.77,27.44,80.31,0.29,27.15,10948,6680,0,3,0,0,0,0,17631,491.3,25.11,12.3,34.29,66.29,43.82,87.23,1.03,28.62,30.39
39,2018-08-24 11:28,38.34,3.37,0,0.44,3.07,42.15,81.44,0.27,27.08,20319,3367,0,13,0,0,0,0,23700,498.21,31.55,12.42,34.03,92.11,45.57,140.21,1.03,28.64,30.53
40,2018-08-24 11:30,17.52,1.82,0,0.29,1.93,19.63,83.88,0.27,27.03,9286,1820,0,9,0,0,0,0,11115,513.14,17.63,6.58,17.9,48.86,22.78,69.78,1.03,28.63,30.54
41,2018-08-24 11:31,20.76,0,0,0.96,1.88,21.72,84.31,0.27,26.97,11002,0,0,29,0,0,0,0,11031,515.79,19.66,7.05,15.3,52.89,21.23,81.04,1.03,28.49,30.48
42,2018-08-24 11:32,19.03,0.17,0,0.78,2.22,19.98,83.28,0.28,27.03,10086,166,0,23,0,0,0,0,10276,509.5,19.18,5.8,14.43,54.33,20.57,78.68,1.03,28.55,30.46
43,2018-08-24 11:33,6.03,1.08,0,0.21,2.15,7.32,84.8,0.27,27.04,3198,1078,0,6,0,0,0,0,4283,518.79,11.6,5.79,8.99,35.54,12,39.24,1.03,28.57,30.56
44,2018-08-24 11:35,1.53,0.18,0,1.08,2.11,2.78,86.55,0.29,26.94,810,178,0,32,0,0,0,0,1020,529.49,12.42,2.91,5.74,29.93,9.98,29.99,1.03,28.49,30.39
45,2018-08-24 11:36,10.61,0,0,1.18,1.71,11.79,84.75,0.29,26.98,5623,0,0,36,0,0,0,0,5659,518.47,15.58,5.08,10.22,37.6,15.46,52.02,1.03,28.65,30.4
46,2018-08-24 11:38,17.66,13.21,0,0,2.13,30.87,77.01,0.28,26.98,9357,13213,0,0,0,0,0,0,22570,471.15,28,15.07,52.1,59.01,66.54,74.15,1.03,28.54,30.44
47,2018-08-24 11:39,5.64,1.54,0.04,0.65,1.53,7.87,85.87,0.28,26.85,2987,1539,19,20,0,0,0,0,4564,525.31,12.68,4.48,11.38,28.74,14.96,34.5,1.03,28.5,30.41
48,2018-08-24 11:40,20.6,0.47,0,1.43,2.41,22.5,83.42,0.27,26.86,10915,473,0,43,0,0,0,0,11431,510.31,23.72,5.51,18.26,60.14,26.03,88.02,1.03,28.49,30.45
